/home/xchen/GANs/SNGAN_projection-PyTorch/samples/1105_cifar10_SN_10kepochs_matsumoto

[(9000, 108.26617966606477),
 (9800, 108.66727896535554),
 (9700, 111.7607436750996),
 (9400, 113.88086035214485),
 (9300, 113.90683458581941),
 (9500, 113.92623114595358),
 (9600, 114.22030807325092),
 (8800, 114.32422002185467),
 (8400, 114.39337985351057),
 (8600, 114.54466986915668),
 (9200, 115.79694010897907),
 (8900, 116.04688053139569),
 (8700, 116.07562835198348),
 (9100, 117.25892354550524),
 (8500, 117.97624424174705),
 (7900, 119.70105695888583),
 (8000, 121.36774536758122),
 (8200, 121.53179674588137),
 (8300, 121.70486637160383),
 (7700, 123.83687472352614),
 (7500, 125.59635584820586),
 (8100, 126.77539563844323),
 (7800, 128.0115512742841),
 (7600, 131.11208270510872),
 (7400, 131.64702124916357),
 (7300, 136.14600628377337),
 (7200, 136.26337780086328),
 (7100, 140.12962323023618),
 (6700, 141.27265940719195),
 (6900, 141.7407388939569),
 (7000, 143.10407249776046),
 (6800, 147.2745138035263),
 (6600, 150.7504866271438),
 (6500, 151.94690185928263),
 (6300, 154.19990187059403),
 (6400, 154.82609099483415),
 (6200, 156.45103882310107),
 (5800, 164.6984233463238),
 (6100, 166.00959415770114),
 (5600, 167.75469944328688),
 (5400, 174.52181996956705),
 (5900, 176.64725950052988),
 (6000, 177.82076593544906),
 (5500, 182.3746793457075),
 (5700, 184.51278952946518),
 (5300, 192.44354841968757),
 (5100, 209.92608629054618),
 (5000, 216.39884074712955),
 (5200, 220.3544644241814),
 (4500, 272.4351113877762),
 (4900, 278.1803677978159),
 (4700, 280.5314546267715),
 (4400, 299.85864892792927),
 (4600, 312.6906891827402),
 (2400, 326.23462820715054),
 (4000, 329.2040951125637),
 (2700, 331.02273362255994),
 (3400, 331.4074959487913),
 (4300, 333.65791390973334),
 (4100, 337.72420309539393),
 (4800, 338.001822739603),
 (3800, 345.4948048579361),
 (3300, 347.2443892398666),
 (3500, 350.2892757553436),
 (3200, 351.3620188295397),
 (3600, 353.77282664091814),
 (2900, 354.0522316575956),
 (2300, 356.1897623945808),
 (2600, 357.80755291684613),
 (4200, 360.42120314091244),
 (3100, 363.044340138781),
 (1000, 363.45065734875044),
 (2800, 367.59903236894263),
 (3000, 367.7367289048467),
 (3900, 367.8109619521257),
 (3700, 369.4152127135108),
 (2200, 369.7972992667863),
 (2500, 372.2236853497162),
 (2000, 373.1025730119364),
 (1800, 378.73336518930614),
 (400, 379.2251704541064),
 (700, 380.9234508480309),
 (1400, 383.59156674582204),
 (600, 395.61883555765087),
 (1200, 395.96841834942427),
 (1300, 401.26655050479224),
 (1900, 408.89646550947447),
 (900, 412.40859945348615),
 (2100, 414.30951176122966),
 (1500, 414.6069400793133),
 (300, 418.3131666258971),
 (800, 422.8224952432656),
 (500, 427.9917102042698),
 (200, 431.36858598876904),
 (1600, 441.31837086745156),
 (1700, 447.67683718852965),
 (0, 463.75745391006666),
 (100, 469.7870992049711),
 (1100, 541.2491727958192)]
